Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
43,34571.53,2854.960833333333,5,5,5,2,5,4,10.37,4.0,Good,58.37,35.789055657964674,273,No,41.83633130627212,77.56982373053728,Low_spent_Medium_value_payments,446.0899282965239
31,53127.72,4655.31,7,6,34,3,34,18,10.04,16.0,Standard,1752.55,25.364035671622467,208,Yes,87.57835313396869,133.21356343853935,High_spent_Medium_value_payments,494.739083427492
44,16750.82,1252.9016666666666,6,7,25,5,33,16,29.46,9.0,Bad,2765.09,22.240671218699287,105,Yes,36.876502807545634,49.15844692814624,Low_spent_Small_value_payments,329.2552169309748
42,36439.06,3248.588333333333,5,6,5,3,17,9,2.12,4.0,Good,5.57,40.03417343794439,219,No,59.99582246036087,248.5867879269199,Low_spent_Medium_value_payments,296.27622294605266
22,18763.21,1752.6008333333332,8,6,30,5,18,13,7.2200000000000015,14.0,Standard,2286.73,26.83700840778979,134,Yes,73.56399934139769,30.936045560776076,High_spent_Large_value_payments,310.7600384311596
41,21380.065,2005.672083333333,2,2,5,3,0,1,5.79,5.0,Good,764.08,24.109555805522657,247,No,30.57084864529907,86.1307232528153,Low_spent_Medium_value_payments,363.86563643521896
48,24042.68,2223.5566666666664,5,3,20,1,29,11,10.47,4.0,Standard,1006.1,36.695154691328696,307,No,12.664581148671756,267.0227217220509,Low_spent_Small_value_payments,232.668363795944
48,24042.68,2223.5566666666664,5,3,20,1,29,12,10.47,4.0,Standard,1006.1,31.471116351898157,308,No,12.664581148671756,147.20488782841602,Low_spent_Small_value_payments,352.48619768957883
25,38612.19,2944.682500000001,5,3,11,2,1,5,8.82,4.0,Good,595.38,23.99267325081656,313,No,52.840944988801816,268.20939774658115,Low_spent_Small_value_payments,263.4179072646171
43,81170.08,6638.173333333332,7,7,30,5,45,25,4.87,10.0,Bad,2627.13,38.34675516465082,73,Yes,189.70672378138505,240.12004216664693,High_spent_Medium_value_payments,483.9905673853015
49,60595.11,5106.5925,8,4,5,2,25,17,8.23,7.0,Standard,412.1,33.101283028923014,162,No,79.49363106935263,478.1208858080929,Low_spent_Medium_value_payments,233.04473312255448
49,60595.11,5106.5925,8,4,5,2,20,17,8.23,7.0,Standard,412.1,33.02871353002171,163,No,79.49363106935263,106.78435643581336,High_spent_Small_value_payments,584.381262494834
27,43802.10000000001,3468.175000000001,10,5,33,6,42,8,11.52,14.0,Standard,2156.04,29.208127085706767,101,Yes,167.9030685385797,146.9673533933886,High_spent_Medium_value_payments,281.94707806803183
44,15859.47,1082.6225,8,5,33,5,7,7,15.92,10.0,Standard,2151.1,26.04209621268688,200,Yes,55.3948925674778,66.38714163610125,Low_spent_Small_value_payments,276.48021579642096
56,39206.98,2969.248333333333,1,5,3,3,4,11,4.15,2.0,Good,780.54,30.33210519172405,187,No,55.82968366722193,140.86152321047803,Low_spent_Small_value_payments,390.2336264556334
32,32151.76,2591.313333333333,7,10,29,9,34,18,20.53,15.0,Bad,2598.41,29.94367422799814,75,Yes,181.9650731872586,216.0293801766106,Low_spent_Small_value_payments,151.1368799694641
30,17946.85,1437.5708333333332,8,10,33,6,37,22,22.61,8.0,Bad,4348.48,26.43201443490197,72,Yes,53.61062329648181,170.4159901279658,Low_spent_Small_value_payments,209.73046990888568
41,60015.0,5064.25,7,7,24,2,14,15,11.41,11.0,Standard,2461.7,42.40410932966663,170,Yes,75.68353222010654,132.95310005780644,High_spent_Medium_value_payments,547.7883677220871
21,17923.435,1203.6195833333334,7,7,8,1,12,13,16.42,1.0,Standard,1300.81,30.69933759959929,250,Yes,7.847698736792763,107.624577549054,Low_spent_Medium_value_payments,284.8896820474866
42,51172.62,4221.385,3,5,22,7,19,12,13.09,12.0,Standard,1980.82,37.48910125629264,156,Yes,159.8717559027629,189.9183656601376,High_spent_Small_value_payments,332.3483784370996
26,14646.28,1186.5233333333333,6,3,17,6,21,20,8.96,9.0,Standard,522.36,31.53844510882868,170,Yes,45.64989384781744,114.5785265374895,Low_spent_Medium_value_payments,238.4239129480264
26,14646.28,1186.5233333333333,6,3,17,6,21,20,8.96,9.0,Standard,522.36,36.72679866574765,172,Yes,45.64989384781744,20.287586088187485,High_spent_Large_value_payments,292.7148533973284
26,14646.28,1186.5233333333333,6,3,17,6,21,23,11.96,9.0,Standard,522.36,40.30438509317108,173,Yes,45.64989384781744,121.69770705215484,Low_spent_Medium_value_payments,231.304732433361
26,20823.28,1473.273333333333,7,6,25,7,26,28,30.59,12.0,Bad,2634.7,28.62884781139481,211,Yes,85.86895831841197,131.2013271103317,Low_spent_Small_value_payments,220.25704790458968
26,20823.28,1473.273333333333,7,6,25,7,28,25,23.59,12.0,Bad,2634.7,36.71804372259028,31,Yes,85.86895831841197,119.29775067304386,Low_spent_Small_value_payments,232.1606243418775
14,17492.31,1564.6925,7,9,27,3,44,15,16.15,11.0,Standard,2105.3,26.590416749460807,68,Yes,23.282682425480555,63.98373159425853,High_spent_Small_value_payments,329.20283598026094
34,20587.96,1953.6633333333327,8,5,12,2,30,6,13.87,3.0,Standard,854.63,24.82439054182537,187,Yes,26.5331647163936,62.95543368697661,High_spent_Medium_value_payments,355.87773492996314
22,34334.9,2999.241666666667,5,6,8,3,8,1,5.58,3.0,Good,1094.04,37.5848267234237,271,No,74.34709939528702,142.74430944427138,Low_spent_Small_value_payments,372.83275782710825
52,96943.47,8107.6225,0,5,4,3,15,11,6.62,4.0,Good,304.31,30.04239624393232,278,No,175.87270771483497,158.37140954902114,High_spent_Medium_value_payments,726.5181327361439
24,14143.68,925.64,7,10,26,9,38,12,29.31,9.0,Bad,3729.82,23.29237267293104,38,Yes,99.62050644230416,106.95774098987243,Low_spent_Small_value_payments,175.98575256782345
24,14143.68,925.64,7,10,26,9,38,15,29.31,9.0,Bad,3729.82,38.469230737708976,310,Yes,99.62050644230416,89.68241987594206,Low_spent_Small_value_payments,193.26107368175377
24,19181.19,1351.4325,1,5,4,1,0,9,5.25,3.0,Good,834.41,23.866177498355984,190,No,11.518894731698454,67.58768398724528,Low_spent_Small_value_payments,346.0366712810563
24,19181.19,1351.4325,1,5,4,1,0,7,5.25,3.0,Good,834.41,37.26139494404561,191,No,11.518894731698454,57.16609926269808,High_spent_Medium_value_payments,316.45825600560346
16,17045701.0,845.1720833333335,8,7,11,5,11,14,13.19,10.0,Standard,962.78,25.70998000203721,86,Yes,22.548002795666605,108.2815448976618,Low_spent_Small_value_payments,243.6876606400049
46,17092.69,1695.3908333333331,7,3,19,7,21,11,15.4,10.0,Standard,1417.06,39.69242512938472,128,Yes,62.79425951657174,55.192676058024034,High_spent_Medium_value_payments,301.55214775873765
46,17092.69,1695.3908333333331,7,3,19,7,21,12,16.4,10.0,Standard,1417.06,28.173840427847463,129,Yes,62.79425951657174,38.50041303892103,High_spent_Medium_value_payments,318.24441077784064
45,41734.76,3688.896666666667,8,4,5,1,29,10,11.1,2.0,Standard,297.64,23.78755911418428,204,No,19.350730948335137,142.0748405384747,High_spent_Medium_value_payments,457.4640951798569
45,41734.76,3688.896666666667,8,4,5,1,32,8,11.1,7.0,Standard,297.64,28.069813498793696,207,No,19.350730948335137,70.02303891711989,High_spent_Small_value_payments,539.5158968012117
21,104816.56,8769.713333333333,3,7,13,3,15,20,9.18,3.0,Standard,1220.07,35.07758892519633,307,Yes,192.730599929224,517.1826070019556,Low_spent_Medium_value_payments,447.05812640215385
44,120333.04,10246.753333333332,8,4,3,1,8,8,8.67,4.0,Good,1445.54,35.93318079890168,202,No,67.81900653275842,146.0541488251047,High_spent_Large_value_payments,1050.8021779754704
33,31417.15,2664.0958333333333,3,6,18,3,26,13,17.26,0.0,Standard,362.31,38.62450266104444,212,Yes,64.18962321994077,103.1403211093728,High_spent_Medium_value_payments,349.0796390040197
33,14804.08,979.6733333333334,6,9,19,7,23,15,23.06,12.0,Bad,3195.13,32.60213122232041,82,Yes,81.26738974397513,25.49389302882588,High_spent_Small_value_payments,251.2060505605324
25,88918.54,7657.878333333332,4,4,11,2,21,8,1.24,6.0,Good,1194.53,31.549976498918085,251,No,110.4176552606716,244.4427575189229,Low_spent_Medium_value_payments,690.9274205537387
25,88918.54,7657.878333333332,4,4,11,2,19,8,1.24,6.0,Good,1194.53,39.57462912354968,253,No,110.4176552606716,168.076403842511,High_spent_Large_value_payments,727.2937742301508
43,7296.72,840.0600000000002,8,6,29,5,16,14,17.65,13.0,Standard,2567.89,26.9546892845063,67,Yes,30.014600717117123,89.95401606872915,Low_spent_Small_value_payments,254.0373832141537
22,16140.325,1309.0270833333334,4,4,9,3,5,11,8.07,6.0,Standard,382.28,38.65958989760298,220,Yes,38.45894323833453,58.031850797924825,Low_spent_Small_value_payments,324.411914297074
22,16140.325,1309.0270833333334,4,4,9,3,5,13,8.07,6.0,Standard,382.28,28.94673062490994,221,Yes,38.45894323833453,79.54298508552796,Low_spent_Medium_value_payments,292.90078000947085
27,35664.22,2686.018333333333,9,7,17,5,27,14,3.24,11.0,Bad,4259.04,38.11036623760413,210,Yes,137.88399125062443,88.28312129571087,High_spent_Small_value_payments,302.434720786998
42,8786.87,592.2391666666667,9,9,21,3,18,19,4.92,13.0,Bad,1751.32,40.45772319708564,175,Yes,16.80742802520736,37.76287724739428,Low_spent_Small_value_payments,294.653611394065
42,8786.87,592.2391666666667,9,9,21,3,13,19,1.08,13.0,Bad,1751.32,35.664112260061884,176,Yes,16.80742802520736,37.24749815089365,Low_spent_Small_value_payments,295.16899049056565
28,82330.2,6731.849999999999,9,10,20,3,41,20,19.76,9.0,Bad,1679.91,40.91595240819285,90,Yes,155.61941899193215,201.13568430668565,High_spent_Medium_value_payments,566.4298967013822
28,82330.2,6731.849999999999,9,10,20,3,41,20,19.76,9.0,Bad,1679.91,29.62998711987838,91,Yes,155.61941899193215,255.8750120342777,Low_spent_Large_value_payments,531.69056897379
27,14562.88,1069.5733333333333,7,4,18,4,8,9,11.05,12.0,Standard,1619.56,36.84141745761435,165,Yes,43.28729266579655,11.75400006770056,High_spent_Medium_value_payments,301.9160405998362
27,14562.88,1069.5733333333333,7,4,18,4,8,12,11.05,12.0,Standard,1619.56,28.78976692442557,166,Yes,43.28729266579655,58.828520793288185,Low_spent_Small_value_payments,294.8415198742486
34,94559.73,7712.9775,3,6,11,4,8,10,7.83,4.0,Good,52.5,26.548055349894533,286,No,183.7356808269508,271.7364041005888,Low_spent_Large_value_payments,585.8256650724608
28,14089.595,1350.1329166666667,4,7,12,2,17,18,9.68,6.0,Standard,586.69,37.29169707366342,117,Yes,13.369253820088865,82.52864954561517,Low_spent_Large_value_payments,309.11538830096265
29,14089.595,1350.1329166666667,4,7,12,2,13,18,3.68,6.0,Standard,586.69,28.110080016599863,118,Yes,13.369253820088865,144.75315323498998,Low_spent_Small_value_payments,266.8908846115878
21,79846.48,6576.873333333332,5,3,1,2,16,2,3.93,0.0,Good,1187.67,36.65035028502501,210,No,132.50885232160937,280.59545036040834,Low_spent_Large_value_payments,514.5830306513157
51,36372.21,3269.0175,5,4,5,4,14,9,11.78,5.0,Good,1455.94,34.622651903675944,270,No,105.79737377254688,299.88895494951674,Low_spent_Large_value_payments,191.2154212779364
51,36372.21,3269.0175,5,4,5,4,9,8,11.78,5.0,Good,1455.94,24.903264112713963,271,No,105.79737377254688,269.1891948357183,Low_spent_Medium_value_payments,231.9151813917348
17,59993.32,4957.443333333334,5,4,16,6,23,15,10.61,11.0,Standard,1326.5,33.04205176056071,100,Yes,205.98931950128627,100.0893600361162,High_spent_Medium_value_payments,439.6656537959309
46,28817.1,2191.425,5,4,3,2,2,8,6.08,2.0,Good,890.13,28.187658455802826,252,No,24.25052608109636,86.85284273802503,High_spent_Medium_value_payments,358.0391311808786
47,28817.1,2191.425,5,4,3,2,7,8,6.08,2.0,Good,890.13,35.8141526980782,254,No,24.25052608109636,28.27508139752725,High_spent_Large_value_payments,406.6168925213763
17,16774.54,1654.878333333333,8,3,16,3,6,10,14.38,10.0,Standard,156.87,32.12387982685763,173,Yes,22.19408862662877,93.88041230420492,Low_spent_Medium_value_payments,329.4133324024997
17,16774.54,1654.878333333333,8,3,16,3,6,10,18.38,10.0,Standard,156.87,24.29922410015752,175,Yes,22.19408862662877,118.41849990216323,Low_spent_Small_value_payments,314.8752448045413
17,16774.54,1654.878333333333,8,3,16,3,8,10,18.38,10.0,Standard,156.87,38.49675122626717,176,Yes,22.19408862662877,25.21414440013729,High_spent_Large_value_payments,358.07960030656733
39,34134.78,2707.565,8,7,25,7,4,17,19.06,15.0,Standard,2374.78,36.80111784140964,143,Yes,195.5160024874414,53.48709151361722,High_spent_Large_value_payments,261.75340599894145
39,34134.78,2707.565,8,7,25,7,6,20,19.06,15.0,Standard,2374.78,32.701453118725745,144,Yes,195.5160024874414,78.81460000665741,High_spent_Small_value_payments,256.4258975059012
39,34134.78,2707.565,8,7,25,7,6,18,19.06,15.0,Standard,2374.78,35.80115707457772,145,Yes,195.5160024874414,97.74177696664351,High_spent_Medium_value_payments,227.49872054591512
38,28488.56,2182.0466666666666,9,8,27,3,21,19,15.16,11.0,Standard,1305.55,24.516253800890283,83,Yes,64.24033843914985,35.386784595307994,High_spent_Medium_value_payments,368.57754363220886
32,20986.9,1953.908333333333,10,7,16,7,48,15,17.61,15.0,Standard,2523.34,30.62842471640661,165,Yes,109.49677416270502,74.69473111260425,High_spent_Medium_value_payments,261.1993280580241
33,8717.04,499.5147590707393,8,3,18,4,12,13,10.74,10.0,Standard,2286.03,27.65187766450594,155,Yes,63.23082677889644,33.472962586018426,High_spent_Small_value_payments,256.043451564346
33,8717.04,499.5147590707393,8,3,18,4,12,13,10.74,11.0,Standard,2286.03,40.085342294325656,157,Yes,63.23082677889644,37.48662876756239,Low_spent_Small_value_payments,282.029785382802
33,33949.42,3102.1183333333333,5,6,5,2,11,15,3.15,3.0,Standard,385.92,41.86756157348388,203,No,44.4612790237676,128.92111528602942,Low_spent_Large_value_payments,406.8294390235363
39,8707.38,426.5909732901772,4,4,23,4,9,10,16.68,8.0,Standard,1684.57,28.95524899935459,116,Yes,48.50746854775517,25.704996977585363,Low_spent_Small_value_payments,291.4730611844822
34,14021.495,1077.4579166666667,7,5,16,2,30,16,11.19,11.0,Standard,263.51,26.012022566605054,136,Yes,13.546538417288916,27.49743700171709,High_spent_Medium_value_payments,316.70181624766064
34,14021.495,1077.4579166666667,7,5,16,2,30,16,11.19,11.0,Standard,263.51,32.73604746174132,138,Yes,13.546538417288916,28.678970188384444,Low_spent_Medium_value_payments,345.52028306099334
34,14021.495,1077.4579166666667,7,5,16,2,30,16,17.189999999999998,11.0,Standard,263.51,32.84470140584022,139,Yes,13.546538417288916,119.80346848574014,Low_spent_Small_value_payments,264.3957847636376
40,71112.84,5885.07,6,4,11,1,23,8,11.07,7.0,Standard,432.53,38.51050697044787,203,No,53.42699481103315,128.28742832778067,High_spent_Medium_value_payments,656.792576861186
55,71878.92,6072.91,2,1,5,2,15,7,11.24,1.0,Good,664.92,31.73295608292436,324,No,88.02229277320117,87.97190792881467,High_spent_Large_value_payments,671.2967992979842
45,18295.61,1456.634166666667,7,6,27,7,7,14,13.24,11.0,Standard,2041.46,30.059673307203965,187,Yes,69.27282416488916,103.77993888711887,Low_spent_Small_value_payments,262.61065361465864
16,34620.62,2588.0516666666667,3,5,25,2,9,17,11.23,9.0,Standard,1690.69,24.530845053803144,161,Yes,41.9647026055557,116.6389104116066,Low_spent_Large_value_payments,370.2015536495044
27,20487.1,1622.2583333333332,8,10,20,3,39,19,8.75,12.0,Bad,2654.31,36.03807866272224,59,Yes,30.62296452629753,58.16030061999075,Low_spent_Large_value_payments,343.44256818704497
25,16399.77,1114.6475,9,5,29,8,24,17,15.04,9.0,Bad,4667.4,26.65358833285409,411,Yes,61.99932741799826,70.2007300390108,Low_spent_Medium_value_payments,259.26469254299093
25,16399.77,1114.6475,9,5,29,8,24,20,15.04,9.0,Bad,4667.4,23.4607840047296,51,Yes,61.99932741799826,45.33231892240968,High_spent_Small_value_payments,264.133103659592
46,30812.96,2422.7466666666664,1,7,3,1,10,3,8.21,4.0,Good,990.47,35.90565606129182,300,No,24.06489015682753,49.94294627896252,High_spent_Small_value_payments,428.2668302308766
21,19562.27,1877.1891666666668,8,6,20,5,22,11,8.3,12.0,Standard,1517.03,35.432699699537125,202,Yes,69.70056199812504,87.19280897099486,High_spent_Small_value_payments,290.82554569754683
21,19562.27,1877.1891666666668,8,6,20,5,21,11,8.3,12.0,Standard,1517.03,28.312590692031566,203,Yes,69.70056199812504,60.01632978999604,High_spent_Medium_value_payments,308.0020248785456
15,19132.66,1583.388333333333,4,3,32,4,12,17,7.2,7.0,Standard,2404.05,41.381882673777454,153,Yes,45.17437938444678,41.70843540254693,High_spent_Small_value_payments,331.45601854633964
15,19132.66,1583.388333333333,4,3,32,4,12,17,7.2,12.0,Standard,2404.05,25.26914612712534,155,Yes,45.17437938444678,100.51790327386686,High_spent_Small_value_payments,272.64655067501974
43,19833.55,1674.7958333333331,7,7,23,4,28,20,2.88,9.0,Bad,1316.95,37.6959943731792,73,Yes,50.840059486226245,70.38609747511205,High_spent_Small_value_payments,306.25342637199515
43,19833.55,1674.7958333333331,7,7,23,4,28,20,2.88,9.0,Bad,1316.95,35.08186561045617,74,Yes,50.840059486226245,13.056994929949784,High_spent_Large_value_payments,343.58252891715733
20,17902.265,1306.8554166666663,5,4,5,2,17,12,3.55,8.0,Good,450.32,32.54779206132697,324,No,16.24505110039709,72.12808823951008,Low_spent_Medium_value_payments,322.31240232675947
21,17902.265,1306.8554166666663,5,4,5,2,10,12,3.55,8.0,Good,450.32,39.93607591825685,326,No,16.24505110039709,34.436015147041026,Low_spent_Medium_value_payments,360.0044754192286
21,17902.265,1306.8554166666663,5,4,5,2,8,10,3.55,8.0,Good,450.32,32.082652345848125,327,No,16.24505110039709,102.33645893254972,Low_spent_Small_value_payments,302.10403163371984
37,103044.24,8310.02,6,7,5,2,28,19,8.93,4.0,Standard,1196.09,37.16420815643753,179,Yes,96.72786454847864,160.32684670826774,High_spent_Large_value_payments,813.9472887432538
53,31950.94,2697.578333333333,3,3,5,1,26,15,9.43,4.0,Standard,256.26,23.543565904503826,164,Yes,18.4966712392762,216.34227233541088,Low_spent_Small_value_payments,324.91888975864634
53,31950.94,2697.578333333333,3,3,5,1,26,15,9.43,4.0,Standard,256.26,34.079616713865015,165,Yes,18.4966712392762,48.737570739464175,High_spent_Large_value_payments,442.52359135459295
53,31950.94,2697.578333333333,3,3,5,1,26,15,9.43,6.0,Standard,256.26,30.9811232603878,166,Yes,18.4966712392762,133.21367987957694,Low_spent_Large_value_payments,388.0474822144802
50,30912.86,2351.0716666666667,1,1,10,1,7,1,5.12,5.0,Good,834.22,29.667886860118884,330,No,25.48899617462248,51.79960301064957,High_spent_Large_value_payments,397.81856748139467
50,30912.86,2351.0716666666667,1,1,10,1,4,0,5.12,5.0,Good,834.22,38.21446342244936,332,No,25.48899617462248,81.65351888091479,Low_spent_Large_value_payments,397.9646516111294
56,22425.52,2018.793333333333,3,5,12,2,4,3,2.93,3.0,Good,1048.32,26.059645806530103,281,No,19.36062186393613,183.30609338145985,Low_spent_Medium_value_payments,279.2126180879374
47,89057.64,7318.47,5,3,10,2,14,20,6.32,8.0,Standard,600.66,34.299676052752034,337,No,75.72074704799104,376.90314221796615,Low_spent_Large_value_payments,549.2231107340428
47,89057.64,7318.47,5,3,10,2,14,20,6.32,8.0,Standard,600.66,38.886691526480206,339,No,75.72074704799104,106.94975637235298,High_spent_Large_value_payments,789.176496579656
25,17366.08,1365.1733333333334,6,6,14,1,28,12,22.53,4.0,Standard,133.38,24.865591968202487,197,Yes,12.974549316766886,15.177574226480171,High_spent_Large_value_payments,348.3652097900863
25,17366.08,1365.1733333333334,6,6,14,1,24,12,15.53,4.0,Standard,133.38,26.027097416425143,198,Yes,12.974549316766886,170.35529983459404,Low_spent_Small_value_payments,243.1874841819724
26,13461.25,1276.7708333333333,7,3,11,3,19,21,6.16,3.0,Standard,1361.06,24.060737985391164,197,No,20.462421313453795,52.65381606518197,Low_spent_Small_value_payments,344.56084595469764
52,72740.96,6307.746666666668,5,4,16,4,18,20,13.01,3.0,Standard,724.81,33.48191542246533,199,Yes,152.73989365672605,590.8438991856136,Low_spent_Large_value_payments,157.190873824327
29,7315.235,331.03192331230184,8,9,27,4,47,17,13.25,9.0,Bad,2399.88,29.754226810656853,184,Yes,71.12658927506173,0.0,High_spent_Large_value_payments,250.6184326172336
40,116184.44,9454.036666666669,5,7,5,1,19,0,11.88,3.0,Good,804.9,37.97339829282193,161,No,91.25049223243408,274.1892860754621,High_spent_Medium_value_payments,829.9638883587704
34,10702.83,1108.9025,3,5,17,6,22,10,17.58,7.0,Standard,140.29,36.82604310187801,144,Yes,52.08856228482824,49.885197464396455,Low_spent_Large_value_payments,278.9164902507753
34,10702.83,1108.9025,3,5,17,6,22,8,17.58,7.0,Standard,140.29,27.895606421785413,146,Yes,52.08856228482824,98.68765345066008,Low_spent_Small_value_payments,250.11403426451167
41,97351.8,7912.6500000000015,3,5,11,1,11,6,8.72,4.0,Standard,1055.95,37.47860926991482,332,Yes,44.964136718064346,215.1270787121944,High_spent_Medium_value_payments,781.1737845697413
40,71746.68,6107.889999999999,3,3,10,3,11,18,17.25,7.0,Standard,2052.59,42.18268750887832,60,Yes,107.96166481408524,138.56330136787864,High_spent_Large_value_payments,604.2640338180361
40,71746.68,6107.889999999999,3,3,10,3,11,18,17.25,7.0,Standard,2052.59,36.07090432180751,61,Yes,107.96166481408524,122.00195902850363,High_spent_Large_value_payments,620.8253761574111
35,57107.44,4629.953333333334,8,7,9,4,11,13,17.42,10.0,Standard,2112.32,32.847762313270344,91,Yes,175.42942226520088,186.37608981172485,Low_spent_Large_value_payments,371.1898212564077
56,32073.31,2533.7758333333336,5,5,9,2,20,8,14.12,2.0,Standard,1194.93,28.33554417208169,230,Yes,34.395028901934225,235.84178163064084,Low_spent_Small_value_payments,273.1407728007583
56,32073.31,2533.7758333333336,5,5,9,2,20,8,14.12,7.0,Standard,1194.93,31.70872892154117,232,Yes,34.395028901934225,133.26611107236477,Low_spent_Small_value_payments,375.7164433590344
55,87078.93000000001,7554.5775,7,7,16,1,17,10,9.94,3.0,Standard,635.84,34.002178600782464,237,Yes,39.06252885910222,305.26352425132217,High_spent_Medium_value_payments,661.1316968895757
45,38666.02,3070.168333333333,3,6,6,1,21,17,4.59,3.0,Standard,1216.0,31.5254477853168,319,No,23.636662853945182,96.05065871803872,High_spent_Small_value_payments,447.3295117613494
24,17810.5,1200.2083333333333,5,7,8,1,3,14,8.23,9.0,Good,1163.48,22.9032708325842,330,No,14.205849151986213,32.5400857615708,Low_spent_Large_value_payments,343.2748984197763
24,17810.5,1200.2083333333333,5,7,8,1,8,16,8.23,9.0,Good,1163.48,29.20942536745688,331,No,14.205849151986213,120.35220421799517,Low_spent_Small_value_payments,275.46277996335203
24,17810.5,1200.2083333333333,5,7,8,1,8,16,8.23,9.0,Good,1163.48,27.69056997795665,333,No,14.205849151986213,91.92316636474165,Low_spent_Large_value_payments,283.89181781660545
31,28562.06,2610.1716666666666,9,5,32,9,49,19,21.99,13.0,Bad,3623.97,30.405075863500908,104,Yes,200.70564981758943,35.22504282674757,High_spent_Large_value_payments,265.08647402232964
51,36850.65,3266.8875000000007,6,3,19,3,13,16,10.77,1.0,Standard,420.06,35.46583345148838,265,Yes,52.51752166257032,200.71991490634915,Low_spent_Small_value_payments,363.45131343108056
21,18120.72,1322.0600000000004,6,4,18,3,9,10,17.3,9.0,Standard,2434.15,22.874272680262408,146,Yes,29.48997522001307,127.918812205071,Low_spent_Small_value_payments,264.797212574916
44,15835.495,1107.6245833333337,4,4,5,3,20,20,5.92,0.0,Good,16.42,25.64455751709505,280,No,30.70756522388905,103.92236681276503,Low_spent_Medium_value_payments,256.13252629667926
49,35917.16,3168.096666666667,7,5,7,1,15,8,0.81,7.0,Standard,1271.82,34.93072609235921,243,No,23.008119894314603,355.4979450487854,Low_spent_Small_value_payments,228.30360172356683
49,35917.16,3168.096666666667,7,5,7,1,12,5,6.19,7.0,Standard,1271.82,34.03582186303162,244,No,23.008119894314603,164.91540272010567,Low_spent_Medium_value_payments,408.8861440522464
56,143239.84,12020.653333333335,0,1,8,2,5,0,11.45,1.0,Good,1118.15,26.071762056116352,330,No,213.2877494159124,548.3426411927778,Low_spent_Medium_value_payments,720.4349427246433
38,28771.76,2497.6466666666665,7,7,31,8,28,14,25.37,6.0,Bad,4044.13,27.388018538715208,24,Yes,106.70612233681068,250.80587137580292,Low_spent_Small_value_payments,182.252672954053
45,88245.74,7424.811666666667,1,5,5,1,0,12,3.89,3.0,Good,1454.59,38.06663074508691,310,No,52.441528460186966,108.15077705163448,High_spent_Large_value_payments,821.8888611548455
24,31707.73,2386.310833333333,8,7,7,2,27,20,8.51,8.0,Standard,526.48,25.033341966548733,207,Yes,28.61210083527193,91.20737611350852,Low_spent_Large_value_payments,388.8116063845528
24,73300.88,6140.406666666668,7,7,8,2,14,16,2.41,4.0,Standard,355.75,40.92552173432074,312,No,110.50943680719416,251.5696569276792,Low_spent_Large_value_payments,521.9615729317933
34,32753.05,2833.420833333333,2,7,6,4,3,7,2.55,3.0,Good,1300.3,31.53364663536165,308,No,79.1827705357115,356.1259666513777,Low_spent_Small_value_payments,138.03334614624418
25,16618.17,1628.8475,6,9,17,2,29,16,9.95,11.0,Standard,1467.27,27.401069892548957,205,Yes,21.097100510407188,83.83835866439576,Low_spent_Medium_value_payments,337.94929082519707
25,16618.17,1628.8475,6,9,17,2,29,19,9.95,11.0,Standard,1467.27,25.453917177136308,206,Yes,21.097100510407188,215.32072431994584,Low_spent_Small_value_payments,216.4669251696469
25,16618.17,1628.8475,6,9,17,2,32,15,9.95,11.0,Standard,1467.27,23.811636815775227,207,Yes,21.097100510407188,142.2001070331734,Low_spent_Medium_value_payments,279.58754245641944
46,72604.48,5951.373333333332,5,4,11,3,21,17,19.9,7.0,Standard,1469.47,28.34224102317966,156,Yes,172.09589915835167,219.3958391331252,High_spent_Medium_value_payments,453.64559504185655
55,39244.26,3079.355,3,5,10,4,19,8,4.54,9.0,Good,106.28,33.34978427711342,316,No,70.28600713033147,243.7862812291876,Low_spent_Large_value_payments,263.8632116404809
56,39244.26,3079.355,3,5,10,4,23,5,1.46,9.0,Good,106.28,31.57436779797204,317,No,70.28600713033147,366.6265489325887,Low_spent_Small_value_payments,161.02294393707996
56,39244.26,3079.355,3,5,10,4,19,5,6.54,9.0,Good,106.28,41.17297629203183,318,No,70.28600713033147,55.05030314030104,High_spent_Large_value_payments,422.59918972936754
50,21905.095,1787.4245833333334,0,4,6,1,5,3,2.73,3.0,Good,306.88,32.714406340486434,323,No,17.201641042130312,62.6328122075924,Low_spent_Large_value_payments,368.9080050836106
50,21905.095,1787.4245833333334,0,4,6,1,5,6,2.73,7.0,Good,306.88,31.674074738131,325,No,17.201641042130312,92.55802116093876,Low_spent_Medium_value_payments,348.98279613026426
25,17337.8,1674.8166666666666,9,5,16,6,38,17,4.96,11.0,Bad,1260.81,36.374250265723546,197,Yes,79.63272261426017,95.03706930065248,High_spent_Small_value_payments,252.81187475175403
36,43960.19,3664.349166666667,4,6,2,2,13,1,9.99,3.0,Good,1009.92,25.28526171917045,310,No,49.66141112240488,426.68969854887183,Low_spent_Small_value_payments,180.08380699539
