Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,normalized_investment_ratio,normalized_loan_burden_index,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,population_density_factor,Default_Flag,Borrower_Tier
44,34199.94,2730.995000000001,4,7,19,2,10,21,4.35,5,Standard,1379.81,39.01450904191672,337,Yes,50.40297721147381,117.5803885031238,Low_spent_Medium_value_payments,385.1161342854024,0.0403,0.018449,1.0,1.0,0.140965,1.0,1.0,0.625,0.043038,1.0,1,1,0.93849,0.96,0,Subprime
44,34199.94,2730.995000000001,4,7,19,2,12,19,5.35,5,Standard,1379.81,25.11923244448156,338,Yes,50.40297721147381,198.46287069924665,Low_spent_Small_value_payments,314.23365208927964,0.0403,0.018449,1.0,1.0,0.11502,1.0,1.0,0.625,0.072644,1.0,1,1,0.908874,0.96,0,Subprime
26,106002.32,8974.526666666667,4,4,13,4,16,17,9.64,2,Standard,332.47,41.4419053341368,220,No,218.5836408119718,168.49411302784213,High_spent_Large_value_payments,750.3749128268528,0.0031,0.024353,1.0,1.0,0.083602,1.0,1.0,0.4,0.018773,1.0,0,1,0.956869,1.04,0,Near_Prime
32,9607.53,982.6275,2,2,22,5,23,14,7.63,8,Standard,2282.28,35.657781358302906,177,Yes,22.125548791257163,130.73897088773293,Low_spent_Small_value_payments,235.3982303210099,0.2375,0.022494,1.0,1.0,0.239316,1.0,1.0,1.0,0.132915,1.0,1,1,0.844433,1.0,1,Near_Prime
33,9607.53,982.6275,2,2,22,5,15,16,7.63,8,Standard,2282.28,37.42306151706642,179,Yes,22.125548791257163,50.39617590926445,Low_spent_Small_value_payments,315.7410252994784,0.2375,0.022494,1.0,1.0,0.320997,1.0,1.0,1.0,0.051235,1.0,1,1,0.926196,0.96,1,Near_Prime
29,64416.46,5494.038333333333,5,3,14,4,6,11,9.03,6,Standard,758.45,39.785747850508585,298,Yes,130.38213590635928,236.1294434171805,High_spent_Small_value_payments,442.8922540097935,0.0118,0.023727,1.0,1.0,0.080599,1.0,1.0,1.0,0.042971,1.0,1,1,0.933289,1.04,0,Prime
16,7798.79,885.8991666666667,8,8,32,7,18,19,8.39,7,Standard,2281.65,37.53085482989293,177,Yes,29.56821574560457,0.0,High_spent_Large_value_payments,289.66518827920214,0.2925,0.033339,1.0,1.0,0.326604,1.0,1.0,0.777778,0.0,1.0,1,1,0.966623,1.0,0,Near_Prime
20,11949.505,774.7920833333333,6,6,18,2,20,12,19.32,3,Standard,664.23,30.103640744713765,253,Yes,19.88405275701032,18.098623782394107,High_spent_Small_value_payments,299.49653179392885,0.0556,0.025631,1.0,1.0,0.386053,1.0,1.0,0.428571,0.023329,1.0,1,1,0.950977,1.08,0,Near_Prime
19,32300.85,2739.7375,6,5,12,3,24,12,15.3,1,Standard,298.85,28.88107445927348,304,Yes,71.33363564953069,53.61958988696716,High_spent_Large_value_payments,389.02052446350217,0.0093,0.026027,1.0,1.0,0.14194,1.0,1.0,0.166667,0.019564,1.0,1,1,0.954392,0.96,0,Near_Prime
27,56580.63,4660.0525,6,5,23,2,22,6,14.98,12,Standard,1784.38,26.45296920047424,70,Yes,92.73864405350108,37.20721402779784,High_spent_Large_value_payments,576.0593919187011,0.0315,0.019897,1.0,0.583333,0.12359,1.0,1.0,1.0,0.007983,1.0,1,1,0.972115,1.04,1,Prime
21,11183.865,1066.98875,8,7,5,4,16,8,0.59,3,Good,304.5,24.09743517164853,255,No,31.61086838321392,137.0360640328438,Low_spent_Small_value_payments,228.0519425839423,0.0272,0.029599,1.0,1.0,0.213534,1.0,1.0,0.375,0.128312,1.0,0,2,0.841941,0.96,0,Prime
30,45827.74,3953.978333333333,5,6,6,2,16,8,2.33,2,Standard,978.02,29.90916850171075,284,No,53.71124128368192,443.9091989214372,Low_spent_Small_value_payments,187.7773931282142,0.0213,0.013581,1.0,1.0,0.047479,1.0,1.0,0.285714,0.112241,1.0,0,1,0.874147,1.0,0,Prime
30,45827.74,3953.978333333333,5,6,6,2,13,6,2.33,2,Standard,978.02,25.15161909137609,285,No,53.71124128368192,186.7085654714296,Low_spent_Small_value_payments,444.9780265782217,0.0213,0.013581,1.0,1.0,0.112511,1.0,1.0,0.285714,0.047208,1.0,0,1,0.939195,1.08,0,Prime
30,45827.74,3953.978333333333,5,6,6,2,16,8,1.33,6,Standard,978.02,28.400255061254807,287,No,53.71124128368192,155.54212706632066,High_spent_Medium_value_payments,436.14446498333086,0.0213,0.013581,1.0,1.0,0.110277,1.0,1.0,0.857143,0.039328,1.0,0,1,0.947078,1.04,0,Prime
47,10316.45,811.7041666666668,7,5,12,3,6,13,1.63,6,Good,183.94,28.918172477401534,255,No,17.471160525556005,23.43701205603384,High_spent_Small_value_payments,300.2622440850769,0.0178,0.021498,1.0,1.0,0.369461,1.0,1.0,1.0,0.028838,1.0,0,2,0.949602,1.0,0,Near_Prime
47,10316.45,811.7041666666668,7,5,12,3,6,11,5.63,6,Good,183.94,33.294065058602875,256,No,17.471160525556005,33.47476161441388,Low_spent_Medium_value_payments,310.2244945266968,0.0178,0.021498,1.0,1.0,0.381719,1.0,1.0,1.0,0.041189,1.0,0,2,0.937236,1.08,1,Prime
25,20785.41,1823.1175,5,4,15,3,14,14,8.03,0,Standard,420.31,36.38834857136142,231,Yes,37.36324270494893,187.53209647975632,Low_spent_Medium_value_payments,237.4164108152948,0.0202,0.020483,1.0,1.0,0.130154,1.0,1.0,0.0,0.102807,1.0,1,1,0.876642,1.04,1,Near_Prime
25,20785.41,1823.1175,5,4,15,3,14,17,12.03,0,Standard,420.31,40.80451710558825,232,Yes,37.36324270494893,70.96129377598857,High_spent_Medium_value_payments,323.9872135190625,0.0202,0.020483,1.0,1.0,0.177613,1.0,1.0,0.0,0.038902,1.0,1,1,0.940583,1.04,0,Near_Prime
33,16826.495,1555.2079166666665,5,7,20,4,25,15,12.12,8,Standard,464.4,34.00304686232005,145,Yes,39.67181440373015,164.67430911706143,Low_spent_Small_value_payments,241.1746681458751,0.0276,0.025493,1.0,1.0,0.154976,1.0,1.0,1.0,0.105818,1.0,1,1,0.868605,1.04,0,Near_Prime
46,17059.21,1574.6008333333332,9,5,26,4,19,18,8.57,16,Bad,2380.48,27.14512327859285,128,Yes,30.964348882326284,113.58601848420574,Low_spent_Large_value_payments,282.9097159668013,0.1395,0.019652,1.0,1.0,0.179557,1.0,1.0,1.0,0.072091,1.0,1,0,0.908199,1.04,1,Near_Prime
35,39369.68,3044.806666666667,8,7,33,7,20,15,22.88,15,Bad,3290.93,33.678890979415534,94,Yes,152.55432200545417,75.86562699071814,High_spent_Large_value_payments,316.0607176704944,0.0836,0.050087,1.0,0.783333,0.103769,1.0,1.0,1.0,0.024908,1.0,1,0,0.92498,1.08,0,Prime
36,39369.68,3044.806666666667,8,7,33,7,20,15,26.88,15,Bad,3290.93,37.47691767800298,96,Yes,152.55432200545417,219.26066567002928,Low_spent_Medium_value_payments,212.66567899118328,0.0836,0.050087,1.0,0.8,0.069822,1.0,1.0,1.0,0.071988,1.0,1,0,0.877886,0.96,0,Near_Prime
19,18490.14,1615.845,6,9,33,7,33,22,21.29,12,Bad,3590.91,35.55994945473683,27,Yes,92.09205947464586,171.24336787927012,Low_spent_Small_value_payments,188.249072646084,0.1942,0.056958,1.0,0.225,0.11643,1.0,1.0,1.0,0.105912,1.0,1,0,0.837029,1.0,0,Near_Prime
19,18490.14,1615.845,6,9,33,7,37,22,21.29,12,Bad,3590.91,28.420471018175704,29,Yes,92.09205947464586,39.7058850238288,High_spent_Large_value_payments,269.78655550152536,0.1942,0.056958,1.0,0.241667,0.16686,1.0,1.0,1.0,0.024558,1.0,1,0,0.918434,1.08,0,Near_Prime
19,18490.14,1615.845,6,9,33,7,39,19,17.29,12,Bad,3590.91,35.75155564641697,210,Yes,92.09205947464586,143.6768700939021,Low_spent_Small_value_payments,215.815570431452,0.1942,0.056958,1.0,1.0,0.133479,1.0,1.0,1.0,0.088862,1.0,1,0,0.854089,1.08,0,Near_Prime
14,19556.16,1865.68,7,7,33,5,32,13,21.55,9,Bad,2850.96,22.387194740218163,54,Yes,65.79736994465519,63.72613730698568,Low_spent_Large_value_payments,327.0444927483591,0.1458,0.035248,1.0,0.45,0.175201,1.0,1.0,1.0,0.034139,1.0,1,0,0.930576,1.04,1,Near_Prime
14,19556.16,1865.68,7,7,33,5,34,15,21.55,9,Bad,2850.96,28.82213824364585,55,Yes,65.79736994465519,41.37874262335704,High_spent_Large_value_payments,319.3918874319878,0.1458,0.035248,1.0,0.458333,0.171102,1.0,1.0,1.0,0.022167,1.0,1,0,0.942554,0.96,0,Near_Prime
38,19396.5,1441.375,9,10,24,5,33,24,15.97,14,Bad,2552.26,28.54595846720676,81,Yes,64.7118799537888,96.23655052833992,Low_spent_Small_value_payments,273.1890695178713,0.1316,0.044865,1.0,0.675,0.189402,1.0,1.0,1.0,0.066721,1.0,1,0,0.888337,1.04,0,Subprime
38,19396.5,1441.375,9,10,24,5,28,21,15.97,14,Bad,2552.26,38.414365740968734,82,Yes,64.7118799537888,117.6318753248092,Low_spent_Medium_value_payments,241.793744721402,0.1316,0.044865,1.0,0.683333,0.167636,1.0,1.0,1.0,0.081554,1.0,1,0,0.873493,1.0,1,Subprime
15,20417.48,1646.2809777904044,9,5,34,8,46,23,24.53,8,Bad,2852.17,27.00698131978256,127,Yes,125.22743077514755,148.3809962786359,Low_spent_Medium_value_payments,204.2129284891457,0.1397,0.076021,1.0,1.0,0.12397,1.0,1.0,1.0,0.090076,1.0,1,0,0.833802,1.0,0,Near_Prime
19,76689.8,6683.816666666668,3,6,8,6,5,12,19.7,8,Standard,1150.54,35.817880971229954,83,Yes,217.61304292286425,343.34700620986507,High_spent_Small_value_payments,367.42161753393736,0.015,0.032553,1.0,0.691667,0.054964,1.0,1.0,1.0,0.051362,1.0,1,1,0.916072,0.96,0,Prime
31,57864.6,4559.05,7,7,13,3,10,12,22.16,4,Standard,539.17,28.663612336887752,318,Yes,75.02216000848023,306.7471414547066,Low_spent_Large_value_payments,344.1356985368132,0.0093,0.016452,1.0,1.0,0.075468,1.0,1.0,0.5,0.067268,1.0,1,1,0.916261,1.08,0,Near_Prime
31,106520.68,8789.723333333333,4,4,13,2,5,16,12.39,11,Standard,653.6,38.61460543639804,152,Yes,98.3378117683293,170.00188612927874,High_spent_Medium_value_payments,860.6326354357252,0.0061,0.011187,1.0,1.0,0.097902,1.0,1.0,1.0,0.019339,1.0,1,1,0.969471,1.0,0,Subprime
28,50600.01,3923.6675,8,8,18,2,20,19,6.4,15,Bad,1691.6,34.65944814101606,133,Yes,51.02564797398242,147.1296064389924,High_spent_Medium_value_payments,444.2114955870253,0.0334,0.013001,1.0,1.0,0.113184,1.0,1.0,1.0,0.037488,1.0,1,0,0.949497,1.0,1,Subprime
25,10805.56,627.4633333333333,5,6,15,2,23,16,4.29,5,Standard,298.98,33.524246470381925,182,No,13.161859991495572,12.23381667245052,High_spent_Medium_value_payments,287.35065666938715,0.0277,0.020943,1.0,1.0,0.457227,1.0,1.0,0.714286,0.019466,1.0,0,1,0.959526,1.0,1,Subprime
25,10805.56,627.4633333333333,5,6,15,2,24,16,4.29,5,Standard,298.98,35.83959978141606,183,No,13.161859991495572,57.31709960322763,Low_spent_Small_value_payments,282.2673737386101,0.0277,0.020943,1.0,1.0,0.449139,1.0,1.0,0.714286,0.091202,1.0,0,1,0.887676,0.96,0,Subprime
36,19975.13,1466.594166666667,8,6,18,4,10,17,5.09,8,Standard,643.23,25.71012344786476,170,No,36.27877044341378,132.57336250531654,Low_spent_Small_value_payments,267.80728371793634,0.0322,0.02472,1.0,1.0,0.18248,1.0,1.0,1.0,0.090334,1.0,0,1,0.884868,1.04,0,Near_Prime
46,77672.34,6766.695,3,1,2,3,10,1,6.76,3,Good,813.2,34.86511861653443,222,No,139.07177699933828,78.36849310657905,High_spent_Large_value_payments,699.2292298940828,0.0105,0.020549,0.25,1.0,0.103319,1.0,1.0,1.0,0.01158,1.0,0,2,0.967866,1.0,0,Prime
29,62827.47,5441.6225,3,6,16,1,8,13,10.77,8,Standard,1031.09,39.17737672029703,181,No,39.06519725227935,284.49940245541217,High_spent_Small_value_payments,480.59765029230863,0.0164,0.007178,1.0,1.0,0.088303,1.0,1.0,1.0,0.052272,1.0,0,1,0.940539,1.04,0,Subprime
41,37443.81,2990.3175,5,2,2,3,12,2,3.1900000000000004,1,Good,1110.5,28.783093842326466,230,No,82.76438274401436,299.3245767126803,Low_spent_Medium_value_payments,196.9427905433053,0.0297,0.027668,0.5,1.0,0.065838,1.0,1.0,0.333333,0.100064,1.0,0,2,0.872225,0.96,0,Prime
16,15135.96,1300.33,4,3,22,2,29,13,16.86,9,Standard,1989.26,27.363347795819788,66,Yes,23.03452455102905,167.13335653697408,Low_spent_Small_value_payments,229.86511891199683,0.1314,0.017701,1.0,0.55,0.176639,1.0,1.0,1.0,0.128433,1.0,1,1,0.853754,1.04,1,Subprime
25,80230.68,6501.889999999999,4,5,31,2,10,11,4.42,7,Standard,2696.61,42.308937074852864,149,Yes,100.0622810824815,129.2459812436845,High_spent_Large_value_payments,660.880737673834,0.0336,0.015387,1.0,1.0,0.101629,1.0,1.0,1.0,0.019875,1.0,1,1,0.964732,1.08,0,Near_Prime
25,80230.68,6501.889999999999,4,5,31,2,9,12,9.42,11,Standard,2696.61,33.095176428978206,150,Yes,100.0622810824815,177.5453131001449,Low_spent_Large_value_payments,642.5814058173737,0.0336,0.015387,1.0,1.0,0.098815,1.0,1.0,1.0,0.027303,1.0,1,1,0.957304,1.08,0,Near_Prime
39,29777.3,2530.4416666666666,10,10,31,5,18,18,7.77,16,Bad,1874.2,26.596138311175928,71,Yes,105.82413239502584,105.3859205138333,High_spent_Medium_value_payments,291.8341137578076,0.0629,0.041804,1.0,0.591667,0.115284,1.0,1.0,1.0,0.041631,1.0,1,0,0.916532,0.96,0,Near_Prime
23,74961.72,6421.81,5,6,16,4,7,10,10.9,11,Standard,2158.3,36.324254753747226,102,Yes,203.62686026618212,437.4903767578257,Low_spent_Large_value_payments,271.06376297599206,0.0288,0.031704,1.0,0.85,0.042203,1.0,1.0,1.0,0.068115,1.0,1,1,0.900166,1.04,0,Prime
50,72412.84,5913.403333333333,7,4,5,2,29,10,18.95,8,Standard,1062.1,24.62635712582289,271,Yes,66.74648371870893,159.40644947923582,High_spent_Medium_value_payments,615.1874001353885,0.0147,0.011285,1.0,1.0,0.104015,1.0,1.0,1.0,0.026952,1.0,1,1,0.961756,1.04,0,Near_Prime
50,72412.84,5913.403333333333,7,4,5,2,24,10,18.95,8,Standard,1062.1,30.654316644542533,272,Yes,66.74648371870893,593.4445935177747,Low_spent_Small_value_payments,221.1492560968497,0.0147,0.011285,1.0,1.0,0.037392,1.0,1.0,1.0,0.100339,1.0,1,1,0.888357,1.04,0,Near_Prime
34,34486.08,2914.84,5,6,10,3,14,6,1.39,3,Good,1423.18,36.69965387485784,220,No,67.97279467057083,120.80833416710726,High_spent_Medium_value_payments,352.70287116232186,0.0413,0.023312,1.0,1.0,0.120961,1.0,1.0,0.428571,0.041432,1.0,0,2,0.935234,1.0,0,Prime
35,12875.73,818.9775,6,5,15,4,2,17,0.57,2,Standard,52.94,30.456457523493587,294,No,39.65818841959681,110.02502219501484,Low_spent_Small_value_payments,222.2145393853884,0.0041,0.048365,1.0,1.0,0.271001,1.0,1.0,0.333333,0.134181,1.0,0,1,0.817232,0.96,0,Near_Prime
35,12875.73,818.9775,6,5,15,4,7,17,1.4300000000000002,2,Standard,52.94,31.16868035739867,296,No,39.65818841959681,16.373470051236936,High_spent_Medium_value_payments,275.8660915291663,0.0041,0.048365,1.0,1.0,0.336431,1.0,1.0,0.333333,0.019968,1.0,0,1,0.931583,1.04,0,Near_Prime
55,22283.07,1933.9225,4,4,17,3,24,17,11.56,2,Standard,160.38,30.74112315561915,221,Yes,52.13573637390084,40.920119538010994,High_spent_Medium_value_payments,350.3363940880881,0.0072,0.026945,1.0,1.0,0.18106,1.0,1.0,0.4,0.021148,1.0,1,1,0.951882,1.08,0,Near_Prime
55,22283.07,1933.9225,4,4,17,3,24,14,11.56,2,Standard,160.38,37.1877915940872,223,Yes,52.13573637390084,90.39748069001485,Low_spent_Small_value_payments,340.8590329360843,0.0072,0.026945,1.0,1.0,0.176162,1.0,1.0,0.4,0.046719,1.0,1,1,0.926298,1.0,0,Near_Prime
54,29988.93,2753.0775,5,5,3,4,2,11,3.28,5,Good,1253.79,26.33864389930949,230,No,52.585474436871216,235.8911596455992,Low_spent_Large_value_payments,256.8311159175297,0.0418,0.019094,1.0,1.0,0.093255,1.0,1.0,0.833333,0.085652,1.0,0,2,0.895217,1.08,0,Prime
40,63851.24,5328.9366666666665,8,4,19,2,13,19,8.94,7,Standard,2061.5,37.21832737810714,126,Yes,78.33983613533862,126.46411667315031,High_spent_Medium_value_payments,578.0897138581777,0.0323,0.014698,1.0,1.0,0.108461,1.0,1.0,1.0,0.023727,1.0,1,1,0.961568,1.0,0,Subprime
22,83164.79999999999,6942.399999999999,4,5,9,4,23,14,17.9,11,Standard,544.54,38.651770781011216,296,Yes,222.7160676733667,86.58194754355834,High_spent_Large_value_payments,624.941984783075,0.0065,0.032076,1.0,1.0,0.090005,1.0,1.0,1.0,0.01247,1.0,1,1,0.955448,1.08,0,Near_Prime
31,36104.82,3294.735,6,6,16,5,13,17,11.84,9,Standard,2219.17,28.842949225790573,150,Yes,103.04479580072363,300.80596573418114,Low_spent_Medium_value_payments,205.6227384650953,0.0615,0.031266,1.0,1.0,0.062391,1.0,1.0,1.0,0.091271,1.0,1,1,0.877425,1.04,1,Near_Prime
24,18769.1,1460.0916666666665,5,3,21,7,29,19,15.87,10,Standard,2590.93,24.58268497954824,146,Yes,81.02132581492835,58.421910161725776,Low_spent_Medium_value_payments,286.5659306900125,0.138,0.055453,1.0,1.0,0.196131,1.0,1.0,1.0,0.039985,1.0,1,1,0.904497,1.0,0,Near_Prime
15,19685.13,1857.4275,6,8,30,8,20,19,15.65,14,Bad,4483.98,31.210457863957767,120,Yes,80.35282517080766,162.9234771530316,Low_spent_Small_value_payments,232.46644767616075,0.2278,0.043237,1.0,1.0,0.125088,1.0,1.0,1.0,0.087667,1.0,1,0,0.869025,1.08,0,Near_Prime
21,77104.47,6571.3725,3,7,6,4,3,16,4.29,4,Standard,109.76,24.6115573182447,229,Yes,177.01761693236332,76.05898969499353,High_spent_Large_value_payments,644.0606433726433,0.0014,0.026934,1.0,1.0,0.097995,1.0,1.0,0.5,0.011573,1.0,1,1,0.961488,1.08,0,Near_Prime
52,27759.32,2419.276666666666,8,6,9,1,14,10,11.35,5,Standard,245.3,23.46221061004788,246,No,15.548726339025675,125.19646854836913,Low_spent_Small_value_payments,391.1824717792719,0.0088,0.006424,1.0,1.0,0.161627,1.0,1.0,0.714286,0.051728,1.0,0,1,0.941823,1.08,0,Subprime
52,27759.32,2419.276666666666,8,6,9,1,14,10,11.35,5,Standard,245.3,34.598737203202425,247,No,15.548726339025675,155.2064742395293,Low_spent_Small_value_payments,361.1724660881117,0.0088,0.006424,1.0,1.0,0.149228,1.0,1.0,0.714286,0.064128,1.0,0,1,0.929419,1.0,1,Subprime
52,27759.32,2419.276666666666,8,6,9,1,17,10,11.35,5,Standard,245.3,30.472875937191898,249,No,15.548726339025675,165.67819507682742,High_spent_Small_value_payments,320.7007452508136,0.0088,0.006424,1.0,1.0,0.132506,1.0,1.0,0.714286,0.068454,1.0,0,1,0.92509,1.08,1,Subprime
19,113384.82,9507.735,2,4,8,3,19,9,10.41,3,Good,680.7,36.07828734557476,235,No,149.61771836913994,239.00719286127887,High_spent_Small_value_payments,822.1485887695814,0.006,0.015735,1.0,1.0,0.086462,1.0,1.0,0.6,0.025136,1.0,0,2,0.959125,1.04,1,Prime
20,113384.82,9507.735,2,4,8,3,22,9,4.41,3,Good,680.7,34.89196976534401,236,No,149.61771836913994,152.52656245017076,High_spent_Large_value_payments,888.6292191806896,0.006,0.015735,1.0,1.0,0.093454,1.0,1.0,0.6,0.016041,1.0,0,2,0.968221,1.04,1,Prime
45,21426.13,1562.5108333333335,5,3,13,4,1,9,6.71,3,Standard,1231.39,27.418647752366866,281,No,54.22919305559925,23.187154119005665,High_spent_Large_value_payments,318.83473615872845,0.0575,0.034684,1.0,1.0,0.203922,1.0,1.0,0.75,0.01483,1.0,0,1,0.950454,1.04,0,Prime
25,14180.48,956.7066666666668,6,7,21,6,49,17,27.69,10,Bad,3229.56,40.3162846140182,136,Yes,50.0507587287941,71.22123552709975,Low_spent_Small_value_payments,264.39867241077286,0.2277,0.052261,1.0,1.0,0.276075,1.0,1.0,1.0,0.074366,1.0,1,0,0.87324,1.08,1,Near_Prime
25,14180.48,930.8572091758213,6,7,21,6,49,16,27.69,11,Bad,3229.56,31.549816121682174,139,Yes,75.9002162196396,46.47998587745678,Low_spent_Medium_value_payments,279.1399220604158,0.2277,0.08145,1.0,1.0,0.299552,1.0,1.0,1.0,0.049879,1.0,1,0,0.86853,1.04,0,Near_Prime
47,29819.42,2413.9516666666664,7,5,16,4,10,12,9.64,8,Standard,1379.69,30.649993155664568,257,No,89.1634187085772,101.4108843679938,Low_spent_Small_value_payments,340.82086359009566,0.0463,0.036921,1.0,1.0,0.141129,1.0,1.0,1.0,0.041993,1.0,0,1,0.921053,1.08,1,Prime
40,131701.12,10704.093333333332,6,7,18,2,14,15,9.97,9,Standard,1263.18,32.593549558533745,157,Yes,150.6129213020877,154.3938473995691,High_spent_Large_value_payments,1005.4025646316768,0.0096,0.014069,1.0,1.0,0.093918,1.0,1.0,1.0,0.014422,1.0,1,1,0.971506,1.08,1,Subprime
23,17196.44,1438.0366666666666,3,8,19,3,27,20,16.31,10,Standard,1310.39,26.46498029732013,71,Yes,29.9863932031892,101.27664931135268,Low_spent_Small_value_payments,302.54062415212485,0.0762,0.020838,1.0,0.591667,0.210238,1.0,1.0,1.0,0.070378,1.0,1,1,0.908721,0.96,1,Subprime
23,17196.44,1438.0366666666666,3,8,19,3,27,20,16.31,10,Standard,1310.39,35.72638945518879,73,Yes,29.9863932031892,112.42988545989868,Low_spent_Small_value_payments,291.3873880035788,0.0762,0.020838,1.0,0.608333,0.202488,1.0,1.0,1.0,0.078129,1.0,1,1,0.900965,1.04,1,Subprime
37,32473.32,2875.11,7,3,6,6,28,19,19.38,6,Standard,893.83,40.01619526712328,96,Yes,136.2291007799522,63.9474874860993,High_spent_Large_value_payments,327.3344117339485,0.0275,0.047366,1.0,0.8,0.113812,1.0,1.0,1.0,0.022234,1.0,1,1,0.930376,0.96,0,Near_Prime
19,136399.96,11510.663333333332,6,6,19,1,20,11,12.31,9,Standard,347.51,31.54724428360609,77,Yes,61.00673398374165,293.57109907679194,High_spent_Large_value_payments,1036.4885002727997,0.0025,0.0053,1.0,0.641667,0.090038,1.0,1.0,1.0,0.025502,1.0,1,1,0.969196,1.08,1,Subprime
20,28332.51,2536.0425,4,4,18,3,13,11,7.710000000000001,7,Standard,667.39,35.05210288581097,200,Yes,51.273036079743726,179.77246625151932,Low_spent_Medium_value_payments,302.558747668737,0.0236,0.02021,1.0,1.0,0.119256,1.0,1.0,1.0,0.070859,1.0,1,1,0.908895,1.0,1,Near_Prime
17,7546.68,391.89,8,6,29,7,26,17,18.63,9,Bad,3207.74,38.21255486486172,35,Yes,40.13179544314696,0.0,High_spent_Large_value_payments,229.09564925980263,0.425,0.102145,1.0,0.291667,0.583104,1.0,1.0,1.0,0.0,1.0,1,0,0.897594,0.96,0,Near_Prime
54,26175.52,1985.293333333333,8,6,6,2,19,11,4.32,3,Good,359.67,28.86665377175908,259,No,26.83928438300353,115.46852339159788,Low_spent_Medium_value_payments,336.221525558732,0.0137,0.013512,1.0,1.0,0.169271,1.0,1.0,0.428571,0.058133,1.0,0,2,0.928319,1.08,0,Near_Prime
51,123388.83,10405.4025,1,4,3,2,15,9,5.24,0,Good,869.62,38.51017029950616,334,No,114.30565075691572,146.37597467397458,High_spent_Medium_value_payments,1029.8586245691097,0.007,0.010984,1.0,1.0,0.098964,1.0,1.0,0.0,0.014066,1.0,0,2,0.974947,1.04,1,Near_Prime
48,18369.33,1579.7775,4,6,6,3,4,5,7.09,6,Good,967.91,29.359267661477872,230,No,27.55586581342608,117.18515207983953,Low_spent_Small_value_payments,303.23673210673445,0.0527,0.017432,1.0,1.0,0.191828,1.0,1.0,0.857143,0.074131,1.0,0,2,0.908379,1.08,0,Prime
48,18369.33,1579.7775,4,6,6,3,4,4,7.09,6,Good,967.91,33.61879229776109,231,No,27.55586581342608,134.68392667664614,Low_spent_Small_value_payments,285.7379575099278,0.0527,0.017432,1.0,1.0,0.180758,1.0,1.0,0.857143,0.085201,1.0,0,2,0.897302,1.04,0,Prime
22,21787.63,1867.635833333333,0,3,5,3,2,2,3.6,3,Good,998.07,33.69937667501739,301,No,36.90148131431068,45.6534994398555,High_spent_Large_value_payments,344.2086025791672,0.0458,0.019748,0.5,1.0,0.184203,1.0,1.0,0.75,0.024431,1.0,0,2,0.955797,1.0,0,Prime
22,21787.63,1867.635833333333,0,3,5,3,5,2,4.6,6,Good,998.07,38.13772609436132,302,No,36.90148131431068,25.71462286429252,High_spent_Large_value_payments,364.1474791547302,0.0458,0.019748,0.5,1.0,0.194873,1.0,1.0,1.0,0.013761,1.0,0,2,0.966473,1.04,0,Prime
43,81506.32,7012.193333333334,7,4,7,2,9,16,11.02,9,Standard,933.67,30.66894995484173,102,Yes,92.50624970242798,223.0299511205567,Low_spent_Large_value_payments,655.6831325103487,0.0115,0.01319,1.0,0.85,0.093493,1.0,1.0,1.0,0.031801,1.0,1,1,0.955002,0.96,0,Subprime
51,19519.66,1400.638333333333,3,3,16,3,27,17,5.84,1,Standard,529.09,24.24289349632268,324,Yes,45.55741614836241,124.96957411252656,Low_spent_Large_value_payments,239.5368430724444,0.0271,0.032503,1.0,1.0,0.170898,1.0,1.0,0.25,0.08916,1.0,1,1,0.878251,0.96,0,Near_Prime
51,19519.66,1400.638333333333,3,3,16,3,27,17,5.84,1,Standard,529.09,28.664493358207903,325,Yes,45.55741614836241,128.84030351290878,Low_spent_Medium_value_payments,245.66611367206207,0.0271,0.032503,1.0,1.0,0.175271,1.0,1.0,0.25,0.091921,1.0,1,1,0.875487,1.04,0,Near_Prime
29,75992.7,6407.724999999999,3,7,7,1,5,5,6.31,4,Good,187.01,30.28678070069448,317,No,54.03972289211108,587.7546583331075,Low_spent_Medium_value_payments,278.9781187747815,0.0025,0.008432,1.0,1.0,0.043531,1.0,1.0,0.5,0.091712,1.0,0,2,0.899841,1.04,0,Prime
20,86093.4,6885.45,5,3,8,2,15,2,11.79,1,Good,1386.36,41.507108243823424,166,No,120.23934099952604,312.4686059541837,Low_spent_Small_value_payments,545.8370530462904,0.0161,0.01746,0.666667,1.0,0.079262,1.0,1.0,0.25,0.045374,1.0,0,2,0.937156,1.04,1,Prime
29,19852.32,1413.36,7,8,29,6,43,14,1.98,8,Bad,2625.27,36.3742912908962,168,Yes,52.93074342971981,49.56584148783005,High_spent_Medium_value_payments,288.83941508245016,0.1322,0.037424,1.0,1.0,0.204219,1.0,1.0,0.888889,0.035045,1.0,1,0,0.92748,1.0,0,Prime
