Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,normalized_dti,normalized_emi,normalized_delinquency,normalized_credit_history,normalized_savings,normalized_utilization,normalized_utilization_risk,normalized_inquiry_intensity,behavioral_risk_indicator,credit_mix_quality,normalized_savings_capacity_ratio,Default_Flag,Borrower_Tier,Repayment_Stress,Credit_Exposure
94559.73,7712.9775,3,6,11,4,8,10,7.83,4,Good,52.5,26.548055349894533,286,No,183.7356808269508,Low_spent_Large_value_payments,585.8256650724608,0.0006,0.023819,1.0,1.0,0.075943,1.0,1.0,0.571429,0,2,0.940947,0,Prime,0.023819,159.2883320993672
14089.595,1350.1329166666667,4,7,12,2,17,18,9.68,6,Standard,586.69,37.29169707366342,117,Yes,13.369253820088865,Low_spent_Large_value_payments,309.11538830096265,0.0416,0.009895,1.0,0.975,0.228782,1.0,1.0,0.75,1,1,0.928972,1,Subprime,0.009895,261.0418795156439
14089.595,1350.1329166666667,4,7,12,2,13,18,3.68,6,Standard,586.69,28.110080016599863,118,Yes,13.369253820088865,Low_spent_Small_value_payments,266.8908846115878,0.0416,0.009895,1.0,0.983333,0.197531,1.0,1.0,0.75,1,1,0.882884,0,Subprime,0.009895,196.77056011619905
79846.48,6576.873333333332,5,3,1,2,16,2,3.93,0,Good,1187.67,36.65035028502501,210,No,132.50885232160937,Low_spent_Large_value_payments,514.5830306513157,0.0149,0.020145,0.666667,1.0,0.078229,1.0,1.0,0.0,0,2,0.937188,0,Prime,0.013430006715,109.95105085507504
36372.21,3269.0175,5,4,5,4,14,9,11.78,5,Good,1455.94,34.622651903675944,270,No,105.79737377254688,Low_spent_Large_value_payments,191.2154212779364,0.04,0.032354,1.0,1.0,0.058475,1.0,1.0,1.0,0,2,0.8759,0,Prime,0.032354,138.49060761470378
36372.21,3269.0175,5,4,5,4,9,8,11.78,5,Good,1455.94,24.903264112713963,271,No,105.79737377254688,Low_spent_Medium_value_payments,231.9151813917348,0.04,0.032354,1.0,1.0,0.070922,1.0,1.0,1.0,0,2,0.885291,0,Prime,0.032354,99.61305645085584
59993.32,4957.443333333334,5,4,16,6,23,15,10.61,11,Standard,1326.5,33.04205176056071,100,Yes,205.98931950128627,High_spent_Medium_value_payments,439.6656537959309,0.0221,0.041543,1.0,0.833333,0.08867,1.0,1.0,1.0,1,1,0.938259,0,Prime,0.041543,132.16820704224284
28817.1,2191.425,5,4,3,2,2,8,6.08,2,Good,890.13,28.187658455802826,252,No,24.25052608109636,High_spent_Medium_value_payments,358.0391311808786,0.0309,0.011061,1.0,1.0,0.163307,1.0,1.0,0.4,0,2,0.949301,0,Prime,0.011061,112.7506338232113
28817.1,2191.425,5,4,3,2,7,8,6.08,2,Good,890.13,35.8141526980782,254,No,24.25052608109636,High_spent_Large_value_payments,406.6168925213763,0.0309,0.011061,1.0,1.0,0.185464,1.0,1.0,0.4,0,2,0.976031,1,Prime,0.011061,143.2566107923128
16774.54,1654.878333333333,8,3,16,3,6,10,14.38,10,Standard,156.87,32.12387982685763,173,Yes,22.19408862662877,Low_spent_Medium_value_payments,329.4133324024997,0.0094,0.013403,1.0,1.0,0.198936,1.0,1.0,1.0,1,1,0.929859,0,Prime,0.013403,96.3716394805729
16774.54,1654.878333333333,8,3,16,3,6,10,18.38,10,Standard,156.87,24.29922410015752,175,Yes,22.19408862662877,Low_spent_Small_value_payments,314.8752448045413,0.0094,0.013403,1.0,1.0,0.190156,1.0,1.0,1.0,1,1,0.915031,0,Prime,0.013403,72.89767230047256
16774.54,1654.878333333333,8,3,16,3,8,10,18.38,10,Standard,156.87,38.49675122626717,176,Yes,22.19408862662877,High_spent_Large_value_payments,358.07960030656733,0.0094,0.013403,1.0,1.0,0.216248,1.0,1.0,1.0,1,1,0.971352,0,Prime,0.013403,115.49025367880152
34134.78,2707.565,8,7,25,7,4,17,19.06,15,Standard,2374.78,36.80111784140964,143,Yes,195.5160024874414,High_spent_Large_value_payments,261.75340599894145,0.0696,0.072184,1.0,1.0,0.096639,1.0,1.0,1.0,1,1,0.908034,1,Near_Prime,0.072184,257.6078248898675
34134.78,2707.565,8,7,25,7,6,20,19.06,15,Standard,2374.78,32.701453118725745,144,Yes,195.5160024874414,High_spent_Small_value_payments,256.4258975059012,0.0696,0.072184,1.0,1.0,0.094672,1.0,1.0,1.0,1,1,0.89868,0,Near_Prime,0.072184,228.91017183108025
34134.78,2707.565,8,7,25,7,6,18,19.06,15,Standard,2374.78,35.80115707457772,145,Yes,195.5160024874414,High_spent_Medium_value_payments,227.49872054591512,0.0696,0.072184,1.0,1.0,0.083992,1.0,1.0,1.0,1,1,0.891689,0,Near_Prime,0.072184,250.60809952204409
28488.56,2182.0466666666666,9,8,27,3,21,19,15.16,11,Standard,1305.55,24.516253800890283,83,Yes,64.24033843914985,High_spent_Medium_value_payments,368.57754363220886,0.0458,0.029427,1.0,0.691667,0.168836,1.0,1.0,1.0,1,1,0.954342,0,Subprime,0.029427,196.13003040712223
20986.9,1953.908333333333,10,7,16,7,48,15,17.61,15,Standard,2523.34,30.62842471640661,165,Yes,109.49677416270502,High_spent_Medium_value_payments,261.1993280580241,0.1202,0.056011,1.0,1.0,0.133612,1.0,1.0,1.0,1,1,0.905732,0,Near_Prime,0.056011,214.39897301484623
8717.04,499.5147590707393,8,3,18,4,12,13,10.74,10,Standard,2286.03,27.65187766450594,155,Yes,63.23082677889644,High_spent_Small_value_payments,256.043451564346,0.2622,0.126332,1.0,1.0,0.51156,1.0,1.0,1.0,1,1,0.806405,0,Near_Prime,0.126332,82.95563299351781
8717.04,499.5147590707393,8,3,18,4,12,13,10.74,11,Standard,2286.03,40.085342294325656,157,Yes,63.23082677889644,Low_spent_Small_value_payments,282.029785382802,0.2622,0.126332,1.0,1.0,0.563479,1.0,1.0,1.0,1,1,0.798369,0,Near_Prime,0.126332,120.25602688297695
33949.42,3102.1183333333333,5,6,5,2,11,15,3.15,3,Standard,385.92,41.86756157348388,203,No,44.4612790237676,Low_spent_Large_value_payments,406.8294390235363,0.0114,0.014328,1.0,1.0,0.131103,1.0,1.0,0.428571,0,1,0.944108,0,Subprime,0.014328,251.2053694409033
8707.38,426.5909732901772,4,4,23,4,9,10,16.68,8,Standard,1684.57,28.95524899935459,116,Yes,48.50746854775517,Low_spent_Small_value_payments,291.4730611844822,0.1934,0.113444,1.0,0.966667,0.681663,1.0,1.0,1.0,1,1,0.826034,1,Prime,0.113444,115.82099599741836
14021.495,1077.4579166666667,7,5,16,2,30,16,11.19,11,Standard,263.51,26.01202256660505,136,Yes,13.546538417288916,High_spent_Medium_value_payments,316.70181624766064,0.0188,0.012561,1.0,1.0,0.293662,1.0,1.0,1.0,1,1,0.961907,1,Subprime,0.012561,130.06011283302524
14021.495,1077.4579166666667,7,5,16,2,30,16,11.19,11,Standard,263.51,32.73604746174132,138,Yes,13.546538417288916,Low_spent_Medium_value_payments,345.52028306099334,0.0188,0.012561,1.0,1.0,0.320384,1.0,1.0,1.0,1,1,0.96081,0,Subprime,0.012561,163.6802373087066
14021.495,1077.4579166666667,7,5,16,2,30,16,17.189999999999998,11,Standard,263.51,32.84470140584022,139,Yes,13.546538417288916,Low_spent_Small_value_payments,264.3957847636376,0.0188,0.012561,1.0,1.0,0.245161,1.0,1.0,1.0,1,1,0.876236,1,Subprime,0.012561,164.2235070292011
71112.84,5885.07,6,4,11,1,23,8,11.07,7,Standard,432.53,38.51050697044787,203,No,53.42699481103315,High_spent_Medium_value_payments,656.792576861186,0.0061,0.009077,1.0,1.0,0.111584,1.0,1.0,1.0,0,1,0.969123,0,Near_Prime,0.009077,154.04202788179148
71878.92,6072.91,2,1,5,2,15,7,11.24,1,Good,664.92,31.73295608292436,324,No,88.02229277320117,High_spent_Large_value_payments,671.2967992979842,0.0093,0.014492,1.0,1.0,0.110521,1.0,1.0,0.5,0,2,0.97102,0,Prime,0.014492,31.73295608292436
18295.61,1456.634166666667,7,6,27,7,7,14,13.24,11,Standard,2041.46,30.059673307203965,187,Yes,69.27282416488916,Low_spent_Small_value_payments,262.61065361465864,0.1116,0.047524,1.0,1.0,0.180162,1.0,1.0,1.0,1,1,0.881197,1,Prime,0.047524,180.3580398432238
34620.62,2588.0516666666667,3,5,25,2,9,17,11.23,9,Standard,1690.69,24.530845053803144,161,Yes,41.9647026055557,Low_spent_Large_value_payments,370.2015536495044,0.0488,0.016209,1.0,1.0,0.142987,1.0,1.0,1.0,1,1,0.938717,1,Subprime,0.016209,122.65422526901573
20487.1,1622.2583333333332,8,10,20,3,39,19,8.75,12,Bad,2654.31,36.03807866272224,59,Yes,30.62296452629753,Low_spent_Large_value_payments,343.44256818704497,0.1296,0.018865,1.0,0.491667,0.211576,1.0,1.0,1.0,1,0,0.945272,0,Subprime,0.018865,360.3807866272224
16399.77,1114.6475,9,5,29,8,24,17,15.04,9,Bad,4667.4,26.65358833285409,411,Yes,61.99932741799826,Low_spent_Medium_value_payments,259.26469254299093,0.2846,0.055573,1.0,1.0,0.232389,1.0,1.0,1.0,1,0,0.881397,0,Prime,0.055573,133.26794166427044
16399.77,1114.6475,9,5,29,8,24,20,15.04,9,Bad,4667.4,23.4607840047296,51,Yes,61.99932741799826,High_spent_Small_value_payments,264.133103659592,0.2846,0.055573,1.0,0.425,0.236753,1.0,1.0,1.0,1,0,0.903708,0,Near_Prime,0.055573,117.303920023648
30812.96,2422.7466666666664,1,7,3,1,10,3,8.21,4,Good,990.47,35.90565606129182,300,No,24.06489015682753,High_spent_Small_value_payments,428.2668302308766,0.0321,0.009929,1.0,1.0,0.176696,1.0,1.0,0.5,0,2,0.969453,0,Prime,0.009929,251.33959242904277
19562.27,1877.1891666666668,8,6,20,5,22,11,8.3,12,Standard,1517.03,35.432699699537125,202,Yes,69.70056199812504,High_spent_Small_value_payments,290.82554569754683,0.0775,0.037111,1.0,1.0,0.154844,1.0,1.0,1.0,1,1,0.916421,0,Prime,0.037111,212.59619819722275
19562.27,1877.1891666666668,8,6,20,5,21,11,8.3,12,Standard,1517.03,28.312590692031566,203,Yes,69.70056199812504,High_spent_Medium_value_payments,308.0020248785456,0.0775,0.037111,1.0,1.0,0.163989,1.0,1.0,1.0,1,1,0.930898,1,Prime,0.037111,169.8755441521894
19132.66,1583.388333333333,4,3,32,4,12,17,7.2,7,Standard,2404.05,41.381882673777454,153,Yes,45.17437938444678,High_spent_Small_value_payments,331.45601854633964,0.1256,0.028512,1.0,1.0,0.209201,1.0,1.0,1.0,1,1,0.945129,1,Near_Prime,0.028512,124.14564802133236
19132.66,1583.388333333333,4,3,32,4,12,17,7.2,12,Standard,2404.05,25.26914612712534,155,Yes,45.17437938444678,High_spent_Small_value_payments,272.64655067501974,0.1256,0.028512,1.0,1.0,0.172083,1.0,1.0,1.0,1,1,0.907987,1,Near_Prime,0.028512,75.80743838137602
19833.55,1674.7958333333331,7,7,23,4,28,20,2.88,9,Bad,1316.95,37.6959943731792,73,Yes,50.840059486226245,High_spent_Small_value_payments,306.25342637199515,0.0664,0.030338,1.0,0.608333,0.182751,1.0,1.0,1.0,1,0,0.927617,0,Subprime,0.030338,263.8719606122544
19833.55,1674.7958333333331,7,7,23,4,28,20,2.88,9,Bad,1316.95,35.08186561045617,74,Yes,50.840059486226245,High_spent_Large_value_payments,343.58252891715733,0.0664,0.030338,1.0,0.616667,0.205026,1.0,1.0,1.0,1,0,0.961848,1,Subprime,0.030338,245.5730592731932
17902.265,1306.8554166666663,5,4,5,2,17,12,3.55,8,Good,450.32,32.54779206132697,324,No,16.24505110039709,Low_spent_Medium_value_payments,322.31240232675947,0.0252,0.012421,1.0,1.0,0.246443,1.0,1.0,1.0,0,2,0.932377,0,Near_Prime,0.012421,130.1911682453079
17902.265,1306.8554166666663,5,4,5,2,10,12,3.55,8,Good,450.32,39.93607591825685,326,No,16.24505110039709,Low_spent_Medium_value_payments,360.0044754192286,0.0252,0.012421,1.0,1.0,0.275263,1.0,1.0,1.0,0,2,0.961219,1,Near_Prime,0.012421,159.7443036730274
17902.265,1306.8554166666663,5,4,5,2,8,10,3.55,8,Good,450.32,32.082652345848125,327,No,16.24505110039709,Low_spent_Small_value_payments,302.10403163371984,0.0252,0.012421,1.0,1.0,0.230992,1.0,1.0,1.0,0,2,0.909262,1,Near_Prime,0.012421,128.3306093833925
103044.24,8310.02,6,7,5,2,28,19,8.93,4,Standard,1196.09,37.16420815643753,179,Yes,96.72786454847864,High_spent_Large_value_payments,813.9472887432538,0.0116,0.011639,1.0,1.0,0.097936,1.0,1.0,0.5,1,1,0.969067,0,Subprime,0.011639,260.1494570950627
31950.94,2697.578333333333,3,3,5,1,26,15,9.43,4,Standard,256.26,23.543565904503826,164,Yes,18.4966712392762,Low_spent_Small_value_payments,324.91888975864634,0.008,0.006854,1.0,1.0,0.120404,1.0,1.0,1.0,1,1,0.912945,1,Subprime,0.006854,70.63069771351148
31950.94,2697.578333333333,3,3,5,1,26,15,9.43,4,Standard,256.26,34.079616713865015,165,Yes,18.4966712392762,High_spent_Large_value_payments,442.52359135459295,0.008,0.006854,1.0,1.0,0.163984,1.0,1.0,1.0,1,1,0.975076,0,Subprime,0.006854,102.23885014159504
31950.94,2697.578333333333,3,3,5,1,26,15,9.43,6,Standard,256.26,30.9811232603878,166,Yes,18.4966712392762,Low_spent_Large_value_payments,388.0474822144802,0.008,0.006854,1.0,1.0,0.143797,1.0,1.0,1.0,1,1,0.943761,1,Subprime,0.006854,92.9433697811634
30912.86,2351.0716666666667,1,1,10,1,7,1,5.12,5,Good,834.22,29.667886860118884,330,No,25.48899617462248,High_spent_Large_value_payments,397.81856748139467,0.027,0.010837,0.5,1.0,0.169135,1.0,1.0,1.0,0,2,0.967126,0,Prime,0.0054185,29.667886860118884
30912.86,2351.0716666666667,1,1,10,1,4,0,5.12,5,Good,834.22,38.21446342244936,332,No,25.48899617462248,Low_spent_Large_value_payments,397.9646516111294,0.027,0.010837,0.0,1.0,0.169198,1.0,1.0,1.0,0,2,0.954428,0,Prime,0.0,38.21446342244936
22425.52,2018.793333333333,3,5,12,2,4,3,2.93,3,Good,1048.32,26.059645806530103,281,No,19.36062186393613,Low_spent_Medium_value_payments,279.2126180879374,0.0467,0.009585,1.0,1.0,0.138238,1.0,1.0,0.5,0,2,0.89961,0,Prime,0.009585,130.2982290326505
89057.64,7318.47,5,3,10,2,14,20,6.32,8,Standard,600.66,34.299676052752034,337,No,75.72074704799104,Low_spent_Large_value_payments,549.2231107340428,0.0067,0.010345,1.0,1.0,0.075036,1.0,1.0,1.0,0,1,0.938153,1,Subprime,0.010345,102.8990281582561
89057.64,7318.47,5,3,10,2,14,20,6.32,8,Standard,600.66,38.886691526480206,339,No,75.72074704799104,High_spent_Large_value_payments,789.176496579656,0.0067,0.010345,1.0,1.0,0.107819,1.0,1.0,1.0,0,1,0.97504,0,Subprime,0.010345,116.66007457944062
17366.08,1365.1733333333334,6,6,14,1,28,12,22.53,4,Standard,133.38,24.865591968202487,197,Yes,12.974549316766886,High_spent_Large_value_payments,348.3652097900863,0.0077,0.009497,1.0,1.0,0.254993,1.0,1.0,0.571429,1,1,0.979378,1,Subprime,0.009497,149.1935518092149
17366.08,1365.1733333333334,6,6,14,1,24,12,15.53,4,Standard,133.38,26.027097416425143,198,Yes,12.974549316766886,Low_spent_Small_value_payments,243.1874841819724,0.0077,0.009497,1.0,1.0,0.178006,1.0,1.0,0.571429,1,1,0.865709,0,Subprime,0.009497,156.16258449855087
13461.25,1276.7708333333333,7,3,11,3,19,21,6.16,3,Standard,1361.06,24.060737985391164,197,No,20.462421313453795,Low_spent_Small_value_payments,344.56084595469764,0.1011,0.016014,1.0,1.0,0.269658,1.0,1.0,0.75,0,1,0.942733,0,Subprime,0.016014,72.18221395617348
72740.96,6307.746666666668,5,4,16,4,18,20,13.01,3,Standard,724.81,33.48191542246533,199,Yes,152.73989365672605,Low_spent_Large_value_payments,157.190873824327,0.01,0.024211,1.0,1.0,0.024916,1.0,1.0,0.6,1,1,0.882116,1,Near_Prime,0.024211,133.9276616898613
7315.235,331.03192331230184,8,9,27,4,47,17,13.25,9,Bad,2399.88,29.754226810656853,184,Yes,71.12658927506173,High_spent_Large_value_payments,250.6184326172336,0.328,0.214216,1.0,1.0,0.754802,1.0,1.0,0.9,1,0,0.785137,0,Near_Prime,0.214216,267.7880412959117
116184.44,9454.036666666669,5,7,5,1,19,0,11.88,3,Good,804.9,37.97339829282193,161,No,91.25049223243408,High_spent_Medium_value_payments,829.9638883587704,0.0069,0.009651,0.0,1.0,0.08778,1.0,1.0,0.375,0,2,0.961346,0,Prime,0.0,265.81378804975355
10702.83,1108.9025,3,5,17,6,22,10,17.58,7,Standard,140.29,36.82604310187801,144,Yes,52.08856228482824,Low_spent_Large_value_payments,278.9164902507753,0.0131,0.046931,1.0,1.0,0.251298,1.0,1.0,1.0,1,1,0.908041,0,Prime,0.046931,184.13021550939004
10702.83,1108.9025,3,5,17,6,22,8,17.58,7,Standard,140.29,27.895606421785413,146,Yes,52.08856228482824,Low_spent_Small_value_payments,250.11403426451167,0.0131,0.046931,1.0,1.0,0.225348,1.0,1.0,1.0,1,1,0.864031,0,Prime,0.046931,139.47803210892707
97351.8,7912.6500000000015,3,5,11,1,11,6,8.72,4,Standard,1055.95,37.47860926991482,332,Yes,44.964136718064346,High_spent_Medium_value_payments,781.1737845697413,0.0108,0.005682,1.0,1.0,0.098712,1.0,1.0,0.666667,1,1,0.96713,0,Near_Prime,0.005682,187.3930463495741
71746.68,6107.889999999999,3,3,10,3,11,18,17.25,7,Standard,2052.59,42.18268750887832,60,Yes,107.96166481408524,High_spent_Large_value_payments,604.2640338180361,0.0286,0.017673,1.0,0.5,0.098916,1.0,1.0,1.0,1,1,0.959638,1,Subprime,0.017673,126.54806252663496
71746.68,6107.889999999999,3,3,10,3,11,18,17.25,7,Standard,2052.59,36.07090432180751,61,Yes,107.96166481408524,High_spent_Large_value_payments,620.8253761574111,0.0286,0.017673,1.0,0.508333,0.101627,1.0,1.0,1.0,1,1,0.96235,0,Subprime,0.017673,108.21271296542253
57107.44,4629.953333333334,8,7,9,4,11,13,17.42,10,Standard,2112.32,32.847762313270344,91,Yes,175.42942226520088,Low_spent_Large_value_payments,371.1898212564077,0.037,0.037882,1.0,0.758333,0.080154,1.0,1.0,1.0,1,1,0.921855,0,Near_Prime,0.037882,229.9343361928924
32073.31,2533.7758333333336,5,5,9,2,20,8,14.12,2,Standard,1194.93,28.33554417208169,230,Yes,34.395028901934225,Low_spent_Small_value_payments,273.1407728007583,0.0373,0.013569,1.0,1.0,0.107757,1.0,1.0,0.333333,1,1,0.893346,1,Prime,0.013569,141.67772086040844
32073.31,2533.7758333333336,5,5,9,2,20,8,14.12,7,Standard,1194.93,31.70872892154117,232,Yes,34.395028901934225,Low_spent_Small_value_payments,375.7164433590344,0.0373,0.013569,1.0,1.0,0.148225,1.0,1.0,1.0,1,1,0.93383,0,Near_Prime,0.013569,158.54364460770586
87078.93000000001,7554.5775,7,7,16,1,17,10,9.94,3,Standard,635.84,34.002178600782464,237,Yes,39.06252885910222,High_spent_Medium_value_payments,661.1316968895757,0.0073,0.00517,1.0,1.0,0.087502,1.0,1.0,0.375,1,1,0.954422,0,Subprime,0.00517,238.0152502054773
38666.02,3070.168333333333,3,6,6,1,21,17,4.59,3,Standard,1216.0,31.5254477853168,319,No,23.636662853945182,High_spent_Small_value_payments,447.3295117613494,0.0314,0.007696,1.0,1.0,0.145655,1.0,1.0,0.428571,0,1,0.961016,1,Subprime,0.007696,189.1526867119008
17810.5,1200.2083333333333,5,7,8,1,3,14,8.23,9,Good,1163.48,22.9032708325842,330,No,14.205849151986213,Low_spent_Large_value_payments,343.2748984197763,0.0653,0.011826,1.0,1.0,0.285775,1.0,1.0,1.0,0,2,0.961052,0,Subprime,0.011826,160.3228958280894
17810.5,1200.2083333333333,5,7,8,1,8,16,8.23,9,Good,1163.48,29.20942536745688,331,No,14.205849151986213,Low_spent_Small_value_payments,275.46277996335203,0.0653,0.011826,1.0,1.0,0.229321,1.0,1.0,1.0,0,2,0.887888,0,Subprime,0.011826,204.46597757219817
17810.5,1200.2083333333333,5,7,8,1,8,16,8.23,9,Good,1163.48,27.69056997795665,333,No,14.205849151986213,Low_spent_Large_value_payments,283.89181781660545,0.0653,0.011826,1.0,1.0,0.236339,1.0,1.0,1.0,0,2,0.911575,0,Subprime,0.011826,193.83398984569652
28562.06,2610.1716666666666,9,5,32,9,49,19,21.99,13,Bad,3623.97,30.405075863500908,104,Yes,200.70564981758943,High_spent_Large_value_payments,265.08647402232964,0.1269,0.076864,1.0,0.866667,0.10152,1.0,1.0,1.0,1,0,0.909611,1,Near_Prime,0.076864,152.02537931750453
36850.65,3266.8875000000007,6,3,19,3,13,16,10.77,1,Standard,420.06,35.46583345148838,265,Yes,52.51752166257032,Low_spent_Small_value_payments,363.45131343108056,0.0114,0.016071,1.0,1.0,0.111219,1.0,1.0,0.25,1,1,0.922484,0,Near_Prime,0.016071,106.39750035446514
18120.72,1322.0600000000004,6,4,18,3,9,10,17.3,9,Standard,2434.15,22.874272680262408,146,Yes,29.48997522001307,Low_spent_Small_value_payments,264.797212574916,0.1343,0.022289,1.0,1.0,0.20014,1.0,1.0,1.0,1,1,0.880937,0,Prime,0.022289,91.49709072104964
15835.495,1107.6245833333337,4,4,5,3,20,20,5.92,0,Good,16.42,25.64455751709505,280,No,30.70756522388905,Low_spent_Medium_value_payments,256.13252629667926,0.001,0.027699,1.0,1.0,0.231036,1.0,1.0,0.0,0,2,0.878452,1,Subprime,0.027699,102.5782300683802
35917.16,3168.096666666667,7,5,7,1,15,8,0.81,7,Standard,1271.82,34.93072609235921,243,No,23.008119894314603,Low_spent_Small_value_payments,228.30360172356683,0.0354,0.00726,1.0,1.0,0.072041,1.0,1.0,1.0,0,1,0.880526,0,Near_Prime,0.00726,174.65363046179604
35917.16,3168.096666666667,7,5,7,1,12,5,6.19,7,Standard,1271.82,34.03582186303162,244,No,23.008119894314603,Low_spent_Medium_value_payments,408.8861440522464,0.0354,0.00726,1.0,1.0,0.129023,1.0,1.0,1.0,0,1,0.940683,0,Prime,0.00726,170.17910931515812
143239.84,12020.653333333335,0,1,8,2,5,0,11.45,1,Good,1118.15,26.071762056116352,330,No,213.2877494159124,Low_spent_Medium_value_payments,720.4349427246433,0.0078,0.017742,0.0,1.0,0.059928,1.0,1.0,0.5,0,2,0.93664,0,Prime,0.0,26.071762056116352
28771.76,2497.6466666666665,7,7,31,8,28,14,25.37,6,Bad,4044.13,27.388018538715208,24,Yes,106.70612233681068,Low_spent_Small_value_payments,182.252672954053,0.1406,0.042706,1.0,0.2,0.072941,1.0,1.0,0.75,1,0,0.85686,0,Prime,0.042706,191.71612977100645
88245.74,7424.811666666667,1,5,5,1,0,12,3.89,3,Good,1454.59,38.06663074508691,310,No,52.441528460186966,High_spent_Large_value_payments,821.8888611548455,0.0165,0.007062,1.0,1.0,0.11068,1.0,1.0,0.5,0,2,0.978371,0,Subprime,0.007062,190.33315372543456
31707.73,2386.310833333333,8,7,7,2,27,20,8.51,8,Standard,526.48,25.033341966548733,207,Yes,28.61210083527193,Low_spent_Large_value_payments,388.8116063845528,0.0166,0.011985,1.0,1.0,0.162866,1.0,1.0,1.0,1,1,0.949789,1,Subprime,0.011985,175.23339376584113
73300.88,6140.406666666668,7,7,8,2,14,16,2.41,4,Standard,355.75,40.92552173432074,312,No,110.50943680719416,Low_spent_Large_value_payments,521.9615729317933,0.0049,0.017994,1.0,1.0,0.084991,1.0,1.0,0.5,0,1,0.941033,0,Subprime,0.017994,286.4786521402452
32753.05,2833.420833333333,2,7,6,4,3,7,2.55,3,Good,1300.3,31.53364663536165,308,No,79.1827705357115,Low_spent_Small_value_payments,138.03334614624418,0.0397,0.027936,1.0,1.0,0.048699,1.0,1.0,0.375,0,2,0.846366,0,Prime,0.027936,220.73552644753156
16618.17,1628.8475,6,9,17,2,29,16,9.95,11,Standard,1467.27,27.40106989254896,205,Yes,21.097100510407188,Low_spent_Medium_value_payments,337.94929082519707,0.0883,0.012944,1.0,1.0,0.20735,1.0,1.0,1.0,1,1,0.935577,1,Subprime,0.012944,246.60962903294063
16618.17,1628.8475,6,9,17,2,29,19,9.95,11,Standard,1467.27,25.453917177136308,206,Yes,21.097100510407188,Low_spent_Small_value_payments,216.4669251696469,0.0883,0.012944,1.0,1.0,0.132814,1.0,1.0,1.0,1,1,0.854856,1,Subprime,0.012944,229.0852545942268
16618.17,1628.8475,6,9,17,2,32,15,9.95,11,Standard,1467.27,23.811636815775227,207,Yes,21.097100510407188,Low_spent_Medium_value_payments,279.58754245641944,0.0883,0.012944,1.0,1.0,0.171542,1.0,1.0,1.0,1,1,0.899747,1,Subprime,0.012944,214.30473134197703
72604.48,5951.373333333332,5,4,11,3,21,17,19.9,7,Standard,1469.47,28.34224102317966,156,Yes,172.09589915835167,High_spent_Medium_value_payments,453.64559504185655,0.0202,0.028912,1.0,1.0,0.076213,1.0,1.0,1.0,1,1,0.934218,0,Subprime,0.028912,113.36896409271864
39244.26,3079.355,3,5,10,4,19,8,4.54,9,Good,106.28,33.34978427711342,316,No,70.28600713033147,Low_spent_Large_value_payments,263.8632116404809,0.0027,0.022818,1.0,1.0,0.08566,1.0,1.0,1.0,0,2,0.898007,0,Prime,0.022818,166.74892138556712
39244.26,3079.355,3,5,10,4,23,5,1.46,9,Good,106.28,31.57436779797204,317,No,70.28600713033147,Low_spent_Small_value_payments,161.02294393707996,0.0027,0.022818,1.0,1.0,0.052274,1.0,1.0,1.0,0,2,0.858116,0,Prime,0.022818,157.8718389898602
39244.26,3079.355,3,5,10,4,19,5,6.54,9,Good,106.28,41.17297629203183,318,No,70.28600713033147,High_spent_Large_value_payments,422.59918972936754,0.0027,0.022818,1.0,1.0,0.137192,1.0,1.0,1.0,0,2,0.959298,0,Prime,0.022818,205.86488146015915
21905.095,1787.4245833333334,0,4,6,1,5,3,2.73,3,Good,306.88,32.714406340486434,323,No,17.201641042130312,Low_spent_Large_value_payments,368.9080050836106,0.014,0.009618,1.0,1.0,0.206275,1.0,1.0,0.6,0,2,0.955335,0,Prime,0.009618,130.85762536194574
21905.095,1787.4245833333334,0,4,6,1,5,6,2.73,7,Good,306.88,31.674074738131,325,No,17.201641042130312,Low_spent_Medium_value_payments,348.98279613026426,0.014,0.009618,1.0,1.0,0.195134,1.0,1.0,1.0,0,2,0.938593,0,Near_Prime,0.009618,126.696298952524
17337.8,1674.8166666666666,9,5,16,6,38,17,4.96,11,Bad,1260.81,36.374250265723546,197,Yes,79.63272261426017,High_spent_Small_value_payments,252.81187475175403,0.0727,0.047519,1.0,1.0,0.150859,1.0,1.0,1.0,1,0,0.895708,0,Near_Prime,0.047519,181.87125132861772
43960.19,3664.349166666667,4,6,2,2,13,1,9.99,3,Good,1009.92,25.28526171917045,310,No,49.66141112240488,Low_spent_Small_value_payments,180.08380699539,0.023,0.013549,0.333333,1.0,0.049131,1.0,1.0,0.428571,0,2,0.870004,1,Prime,0.004516328817,151.7115703150227
18666.56,1323.5466666666666,3,4,11,4,3,5,3.33,2,Good,770.81,37.58522266954722,324,No,58.88604405341314,Low_spent_Small_value_payments,230.13211720926645,0.0413,0.044458,1.0,1.0,0.173744,1.0,1.0,0.4,0,2,0.854767,0,Prime,0.044458,150.34089067818888
